School_code,School_name,development_region,Eco_Belt,Zone,District,VDC,Address,Ward_No,Locality,ECD,PRIMARY,LSEC,SEC,HSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190430004,Uchha Uchha Ma V Keshargang,Central,Terai,Janakpur,Sarlahi,Ishworpur,Keshargang,2,Urban,,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190430005,Ishworpur Bela Ma V,Central,Terai,Janakpur,Sarlahi,Ishworpur,Manaharwa,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190440006,Sishu Kalyan Janata Ma V,Central,Terai,Janakpur,Sarlahi,Jabdi,Karahiya,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190450003,Uchha Uchha Ma V Madanpur Jamunia,Central,Terai,Janakpur,Sarlahi,Jamuniya,Madanpur,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190480004,Janata Uchha Uchha Ma V,Central,Terai,Janakpur,Sarlahi,Kabilasi,Agarwa,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200030002,Ma Vi Mahavir,Central,Hill,Janakpur,Sindhuli,Bahuntilpung,Kholagau,6,Urban,Community_Managed,Community_Managed,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200030009,Bengkateswar Uchha Uchha Ma V,Central,Hill,Janakpur,Sindhuli,Bahuntilpung,Tilpung,3,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200040005,Champadevi Ma V,Central,Hill,Janakpur,Sindhuli,Balajor,Gadamre,9,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200060005,Uchha Uchha Ma V Hayutar,Central,Hill,Janakpur,Sindhuli,Bastipur,Marin,8,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200080005,Ma V Pipalbhanjyang,Central,Hill,Janakpur,Sindhuli,Bhadrakali,Pipalbhanjyang,3,Urban,Community_Managed,Community_Managed,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200100007,Bhawani Uchha Uchha Ma V,Central,Hill,Janakpur,Sindhuli,Bhimsthan,Bhimsthan,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200100008,Sarswati Ma V Hilepani Sakhajor,Central,Hill,Janakpur,Sindhuli,Bhimsthan,Sakhajor,1,Urban,,Community_Managed,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200110002,Sunkoshi English Frantier Ebs,Central,Hill,Janakpur,Sindhuli,Gwaltar,Gwalatar,2,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200120006,Bal Ma V Sulibhanjyang,Central,Hill,Janakpur,Sindhuli,Bagaiya,Sulibhanjyang,7,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200140010,Kamada Uchha Ma V,Central,Hill,Janakpur,Sindhuli,Dudbhanjyang,Dudhbhajyang,1,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200150001,Uchha Uchha Ma V Ladabhir,Central,Hill,Janakpur,Sindhuli,Dudhouli,Ladabhir,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200150003,Janajagrati Ma V,Central,Hill,Janakpur,Sindhuli,Dudhouli,Kogati,1,Urban,Community_Managed,Community_Managed,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200160005,Ma V Karmidadad,Central,Hill,Janakpur,Sindhuli,Gadhi,Chisapani,8,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200180005,Kamala Uchha Uchha Ma V,Central,Hill,Janakpur,Sindhuli,Hatpate,Bhaluwai,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200180007,Nava Jyoti Ma V Gichihani,Central,Hill,Janakpur,Sindhuli,Hatpate,Gichiyani,9,Urban,Community_Managed,Community_Managed,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210010007,Siddheshwor Uchha Uchha Ma V,Central,Hill,Janakpur,Ramechhap,Bamtibhandar,Bhandar,4,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210010008,Sherpa Ebs,Central,Hill,Janakpur,Ramechhap,Bamtibhandar,Bhandar,4,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210020004,Jana Jagrit Ma V,Central,Hill,Janakpur,Ramechhap,Betali,Betali,3,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210030010,Kusheshwor Uchha Uchha Ma V,Central,Hill,Janakpur,Ramechhap,Bethan,Saunepani,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210080007,Bhiringeswor Pra Ma V,Central,Hill,Janakpur,Ramechhap,Bijulikot,Darapani,8,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210120012,Ma V Surke,Central,Hill,Janakpur,Ramechhap,Dadhuwa,Surke,4,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210140004,Ma V Mandarmelchaur,Central,Hill,Janakpur,Ramechhap,Dimipokhari,Mandarmelchaur,8,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210180001,Sarada Ma V,Central,Hill,Janakpur,Ramechhap,Gelu,Gelu,5,Rural,,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210240006,Pashupati Ma V,Central,Hill,Janakpur,Ramechhap,Hiledevi,Nagsiba,6,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040004,Gauri Shankar Ebs,Central,Mountain,Janakpur,Dolakha,N.p.,Dolakha,2,Rural,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040014,Budha Bhimsen Ma V,Central,Mountain,Janakpur,Dolakha,N.p.,Kiratichhap,6,Rural,Community_Managed,Community_Managed,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040017,Kalinchowk Ebs,Central,Mountain,Janakpur,Dolakha,N.p.,Charikot,,Rural,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040019,Ankura Ebs,Central,Mountain,Janakpur,Dolakha,N.p.,Dharamghar,6,Rural,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040029,Mount Valley Ebs,Central,Mountain,Janakpur,Dolakha,N.p.,Hight,10,Rural,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040032,Bhim Uchha Ma V,Central,Mountain,Janakpur,Dolakha,N.p.,Suntopar,2,Rural,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040034,Kalinchowk Ma V,Central,Mountain,Janakpur,Dolakha,N.p.,Charikot,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220040036,Rising Star Ebs,Central,Mountain,Janakpur,Dolakha,N.p.,Charikot,1,Rural,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220080008,Saraswati Ebs,Central,Mountain,Janakpur,Dolakha,Bonch,Danda,5,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220110005,Kshetrawati Ma V,Central,Mountain,Janakpur,Dolakha,Chhetrapa,Pipaldanda,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220160008,Sailung Academy Ebs,Central,Mountain,Janakpur,Dolakha,Fasku,Gothpani,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220170007,Child Morning Ebs,Central,Mountain,Janakpur,Dolakha,Gairimudi,Gairimudi,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220220007,New Community Ebs,Central,Mountain,Janakpur,Dolakha,Jhule,Jhule,2,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220230009,Mane Danda Ma V,Central,Mountain,Janakpur,Dolakha,Jhyaku,Gamdai,4,Rural,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230020010,Sipatinghara Sanskrit Uchha Uchha Ma V,Central,Mountain,Bagmati,Sindhupalchok,Badegau,Teenghare,3,Rural,,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230020011,Ainselukharka Ma V,Central,Mountain,Bagmati,Sindhupalchok,Badegau,Aiselukharka,9,Rural,,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230030003,Jalpa Devi Uchha Uchha Ma V,Central,Mountain,Bagmati,Sindhupalchok,Bansbari,Bahunepati,7,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230050003,Rameshwor Ma V,Central,Mountain,Bagmati,Sindhupalchok,Baramchi,Khamare,1,Urban,,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230060009,Chema Devi Ma V,Central,Mountain,Bagmati,Sindhupalchok,Barhabise,Thulopalati,2,Rural,Community_Managed,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230060010,Sarada Uchha Uchha Ma V,Central,Mountain,Bagmati,Sindhupalchok,Barhabise,Sunkoshi,9,Rural,,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230110003,Chhetrapaleshwori Ma V,Central,Mountain,Bagmati,Sindhupalchok,Namlang,Tipani,9,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230120009,Jalpa Devi Ma V,Central,Mountain,Bagmati,Sindhupalchok,Bhotechaur,Jaisigaon,8,Rural,Community_aided,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230120011,Sibapuri Samudayik Ebs,Central,Mountain,Bagmati,Sindhupalchok,Bhotechaur,Khalde,1,Urban,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230140006,Krishna Ratna Ganga Uchha Ma V,Central,Mountain,Bagmati,Sindhupalchok,Choutara,Kharkadanda,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230150001,Bachala Devi Ma V,Central,Mountain,Bagmati,Sindhupalchok,Ghumthang,Nagpuje,7,Rural,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230160001,Bal Sudhar U Ma V,Central,Mountain,Bagmati,Sindhupalchok,Duwachour,Pokharibhanjyang,3,Urban,,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230180005,Jalpadevi Higher Secondary School,Central,Mountain,Bagmati,Sindhupalchok,Fulpingdandagau,Binjel,8,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230180012,Jalpadevi Ma V,Central,Mountain,Bagmati,Sindhupalchok,Fulpingdandagau,Fulpingdandagau,8,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230190002,Jhirp Uchha Ma V,Central,Mountain,Bagmati,Sindhupalchok,Fulpingkatti,Hindi,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230240004,Bhisen Ma Vi,Central,Mountain,Bagmati,Sindhupalchok,Golche,Golche,7,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240010002,Gyaneshwori Ma V,Central,Hill,Bagmati,Kavrepalanchok,Anaikot,Padalichaur,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240010007,Nawa Janahit Ebs,Central,Hill,Bagmati,Kavrepalanchok,Anaikot,Dwaredihi,4,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240020005,Garima Ebs,Central,Hill,Bagmati,Kavrepalanchok,Baldthali,Khyaku,8,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240040004,Baluwa Ma V,Central,Hill,Bagmati,Kavrepalanchok,Deupur,Naldum,4,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240040006,Mahakali Ma V,Central,Hill,Bagmati,Kavrepalanchok,Deupur,Naldum,8,Urban,Community_aided,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240040009,Kent Public Ebs,Central,Hill,Bagmati,Kavrepalanchok,Deupur,Chisapani,8,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060005,Siddhartha Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Dhachutole,5,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060006,Balbatika Bidya Mandir Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Tindobat,5,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060008,Himalaya Ma V,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Ghogechaur,1,Rural,,Community_Managed,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060009,Sikshya Sadan Ma V,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Dakshutol,5,Rural,Community_aided,Community_Managed,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060010,Kavre Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Budol,11,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060012,Bidya Sagar Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Lakshyashwarmarga,6,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060014,Ajad Uchha Uchha Ma V,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Chaklakiwa,2,Urban,Community_aided,Community_Managed,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060016,Gyan Sarobar Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Chandeshwari,1,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060017,Bal Niketan Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Nayabaspark,10,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060019,Ram Bhakta Memorial Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Thunla,6,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060022,Banepa Valley Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Shantichok,10,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060023,Lin International Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Thulatole,10,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060026,Gyan Jyoti Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Silathalimarga,6,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060028,Kshitiz Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Bhakteshwarmarga,10,Rural,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240060033,Gyan Kunj Uchha Ebs Ebs,Central,Hill,Bagmati,Kavrepalanchok,N.p.,Basti,5,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240080012,Pokra Ma V,Central,Hill,Bagmati,Kavrepalanchok,Bhimkhori,Bhadaure,1,Rural,,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240090005,Prakash Uchha Uchha Ma V,Central,Hill,Bagmati,Kavrepalanchok,Bhumlutar,Dandathok,5,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240100006,Bhumesthan Ma V,Central,Hill,Bagmati,Kavrepalanchok,Deurali,Birtha,1,Rural,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240110003,Sibalaya Ma V,Central,Hill,Bagmati,Kavrepalanchok,Fediche,Kalleri,5,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240130001,Kalika Ma V,Central,Hill,Bagmati,Kavrepalanchok,Ganeshsthan,Patikharkha,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240130002,Bhumimata Ma V,Central,Hill,Bagmati,Kavrepalanchok,Ganeshsthan,Tipchok,7,Urban,Community_aided,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240130003,Saraswati Ma V,Central,Hill,Bagmati,Kavrepalanchok,Ganeshsthan,Parthali,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240140001,Bindhya Basini Ma V,Central,Hill,Bagmati,Kavrepalanchok,Mandan,Mandanmajhigaun,3,Urban,Community_aided,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240140006,Uma Saha Shikshyalaya Uchha Ma V,Central,Hill,Bagmati,Kavrepalanchok,Mandan,Chandeni,9,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240160005,Chakreshwor U Ma Vi,Central,Hill,Bagmati,Kavrepalanchok,Besi,Chyamranbesi,2,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250020001,Patha Pradarshak Ma V,Central,Hill,Bagmati,Lalitpur,Badikhel,Tar,2,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250020003,Phulchoki Ebs,Central,Hill,Bagmati,Lalitpur,Badikhel,Badikhel,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250030002,Baleshwori Ma V,Central,Hill,Bagmati,Lalitpur,Bhardev,Bhardeve,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040005,Mahankal Devi Ma V,Central,Hill,Bagmati,Lalitpur,Bhattedanda,Kholcha,2,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250070006,Divya Jyoti Ebs,Central,Hill,Bagmati,Lalitpur,Bungamati,Jawalakhel,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250070008,Adarsha Soul Yuwak Uchha Uchha Ma V,Central,Hill,Bagmati,Lalitpur,Bungamati,Kamvinayak,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250070010,Clark Memorial Himalayan Ebs,Central,Hill,Bagmati,Lalitpur,Bungamati,Mohipani,5,Urban,Institutional_Public_Trust,Institutional_Public_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250080004,Saraswati Bidyashram Ma V,Central,Hill,Bagmati,Lalitpur,Chandanpur,Namandanda,8,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250090007,Basistha Secondary School,Central,Hill,Bagmati,Lalitpur,Chapagaun,Bulu,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250090019,Valley Ebs,Central,Hill,Bagmati,Lalitpur,Chapagaun,Chura,2,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250100003,Buddha Ma V,Central,Hill,Bagmati,Lalitpur,Chhampi,Tikbhairab,3,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110004,Bagh Bhairqb Ma V,Central,Hill,Bagmati,Lalitpur,Choughare,Kharka,8,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250130005,Devi Uchha Ma V,Central,Hill,Bagmati,Lalitpur,Devichour,Devichour,4,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140001,Jugal Ebs,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Dhapakhel,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140004,Dhapakhel Ebs,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Dhapakhel,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140005,Krishan Uchha Uchha Ma V,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Mandir,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140006,Jalpa Ma V,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Subbatole,7,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140007,Suryodaya Ebs,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Dhapakhel,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140008,Gems Graded Ebs,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Dhapakhel,1,Urban,,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250140010,Kalyan Ebs,Central,Hill,Bagmati,Lalitpur,Dhapakhel,Dhapakhel,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250150006,Ghusel Ma V,Central,Hill,Bagmati,Lalitpur,Ghusel,Manechour,6,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250190002,Kitini Uchha Uchha Ma V,Central,Hill,Bagmati,Lalitpur,Godawari,Godawari,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
